age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,purchased,id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
25,81,1,999,1,-2.9,92.20100000000001,-31.4,0.825,5076.2,0,862,8,2,7,1,2,0,0,1,0,0
35,36,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,3771,7,1,3,0,2,0,0,0,0,1
50,381,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,2672,4,1,5,0,2,0,0,7,0,0
49,155,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,2881,0,1,6,0,0,0,0,6,4,1
33,313,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1861,1,2,0,0,0,0,0,6,3,1
58,268,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,97,5,1,1,1,0,0,1,6,1,1
38,1276,1,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1,495,4,1,6,0,2,0,0,6,0,1
40,201,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,3641,1,2,1,1,0,0,1,6,2,1
38,619,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,3808,8,2,6,0,0,0,1,6,2,1
32,85,8,999,0,1.4,93.444,-36.1,4.962,5228.1,0,1428,10,1,6,0,2,0,0,1,2,1
44,895,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,1,3271,7,0,3,0,2,2,0,0,3,1
31,424,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,3185,4,2,6,0,2,0,0,7,4,1
38,238,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,1257,6,2,6,0,0,0,1,6,2,1
31,56,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,979,9,1,6,0,0,0,0,1,2,1
35,19,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,4006,1,1,3,1,2,0,0,0,1,1
32,6,6,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,3427,7,1,3,0,2,2,0,0,1,0
39,1176,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1918,0,1,1,1,0,0,0,3,4,1
48,984,4,999,0,1.4,94.465,-41.8,4.865,5228.1,0,2530,1,1,0,0,0,0,1,4,1,1
74,160,1,999,0,-1.1,94.601,-49.5,0.977,4963.6,0,538,5,1,6,0,0,0,1,8,1,1
56,368,5,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,839,1,1,0,1,0,0,0,3,3,1
28,549,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,2602,1,1,2,0,0,0,0,6,4,1
56,109,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,2191,10,0,3,1,2,0,0,7,0,0
51,135,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3083,3,1,0,1,2,0,0,3,0,1
51,198,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1975,9,1,3,0,0,0,0,7,1,1
42,90,4,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,2325,3,1,6,0,0,0,0,7,1,0
27,131,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2113,9,1,6,0,2,0,0,6,0,1
51,10,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0,345,11,1,7,1,2,0,0,1,0,1
33,702,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3921,7,2,3,0,0,0,1,6,1,1
37,136,1,999,0,-3.4,92.649,-30.1,0.716,5017.5,0,2359,0,1,3,0,2,0,1,7,0,1
36,334,3,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,522,0,1,6,0,2,0,0,6,0,1
43,114,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,1167,10,1,6,1,0,0,1,4,1,1
39,138,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,2455,0,1,3,0,0,0,0,7,4,1
45,83,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3787,3,1,0,1,2,0,1,6,4,1
56,476,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,4030,0,1,7,0,2,0,0,1,1,1
59,247,2,999,1,-1.8,93.749,-34.6,0.644,5008.7,0,1673,5,0,3,0,2,0,0,0,2,0
36,193,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1144,0,2,3,0,0,0,0,0,0,1
29,116,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,3393,9,2,2,0,1,1,1,0,1,1
47,108,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,3884,0,2,6,0,0,0,0,3,3,1
59,77,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0,2401,5,1,5,0,2,0,1,4,3,1
29,302,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,4088,0,1,6,0,2,0,1,6,2,1
54,172,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1546,5,1,3,0,0,0,0,7,3,1
28,113,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,3346,1,2,5,0,2,0,0,6,1,1
26,160,3,999,0,1.1,93.994,-36.4,4.864,5191.0,0,422,0,2,3,0,2,0,1,6,0,1
30,175,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1173,7,1,3,1,2,0,0,7,2,1
61,1076,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,2581,0,1,6,1,2,0,0,4,4,1
29,127,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1030,1,1,0,0,2,0,0,7,1,1
29,32,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2473,6,1,1,1,2,0,1,6,3,1
24,113,6,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,216,7,2,6,0,0,0,0,3,2,1
32,24,7,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,3841,0,2,6,0,0,0,0,6,0,1
38,130,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,2508,1,1,0,0,2,0,0,6,2,1
27,88,1,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1782,7,2,3,0,2,0,0,6,2,0
29,532,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,907,1,2,2,1,2,2,0,3,3,1
51,531,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3929,0,1,1,1,2,0,1,6,3,1
55,156,1,999,0,-3.4,92.431,-26.9,0.728,5017.5,0,2265,10,1,2,0,2,0,0,8,3,1
35,167,2,999,0,1.4,93.444,-36.1,4.97,5228.1,0,271,0,2,6,0,0,0,0,1,1,1
46,332,3,999,0,-1.8,93.075,-47.1,1.423,5099.1,0,3529,1,0,2,0,0,0,0,0,3,1
26,49,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1680,1,2,3,0,0,0,0,6,0,1
39,125,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,3812,4,2,2,0,2,0,0,7,1,1
54,32,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,3564,9,2,3,0,2,0,0,7,0,1
54,192,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,1336,7,1,7,0,0,0,1,6,3,1
52,172,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,2311,5,1,6,1,0,0,0,7,4,0
42,154,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,182,2,1,6,0,2,0,1,6,3,1
43,161,3,13,1,-2.9,92.20100000000001,-31.4,0.838,5076.2,0,3984,0,1,6,0,0,2,0,1,3,2
57,388,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2250,3,1,6,0,0,0,0,3,4,1
50,184,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,2711,4,2,6,0,2,0,1,6,0,1
52,495,1,3,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1,3863,9,1,5,0,2,0,0,7,0,2
30,30,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,191,1,2,2,0,0,0,0,7,4,1
41,47,13,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1446,0,1,6,0,2,0,0,1,0,1
34,309,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,3985,9,1,6,0,2,0,1,6,2,1
31,161,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1035,4,1,2,0,0,2,1,6,4,1
28,557,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,918,1,2,1,0,0,0,1,6,0,1
69,258,3,6,1,-1.1,94.199,-37.5,0.879,4963.6,0,3050,5,1,0,0,0,0,0,9,1,2
61,118,2,999,0,-1.8,93.075,-47.1,1.3840000000000001,5099.1,0,3977,5,0,6,0,2,0,0,0,3,1
38,111,5,999,0,1.4,94.465,-41.8,4.967,5228.1,0,4037,9,2,5,1,2,0,1,4,0,1
28,320,1,999,0,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,1,3085,8,2,2,0,2,0,0,5,3,1
45,134,8,999,0,1.4,94.465,-41.8,4.865,5228.1,0,1254,1,1,1,0,2,0,1,4,1,1
49,96,1,999,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,1227,10,1,3,0,2,0,1,6,1,1
59,413,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0,3055,1,1,0,1,0,0,0,1,4,1
33,60,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,2940,0,2,3,0,0,0,1,6,3,1
35,105,1,4,3,-3.0,92.713,-33.0,0.7070000000000001,5023.5,0,773,1,1,2,0,2,0,0,2,2,2
45,829,1,999,0,-1.8,92.84299999999999,-50.0,1.51,5099.1,0,3122,1,1,2,0,2,0,0,5,3,1
38,90,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,3488,7,1,0,0,0,2,1,4,2,1
33,130,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3247,2,1,6,0,2,0,1,6,1,1
21,286,2,999,0,-1.7,94.055,-39.8,0.767,4991.6,1,909,8,2,3,0,2,2,0,4,4,1
47,99,2,999,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,0,390,0,1,3,0,0,0,0,6,4,1
30,331,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,1260,0,2,6,0,0,0,0,7,0,1
29,641,6,999,0,1.4,94.465,-41.8,4.961,5228.1,0,1383,0,2,6,0,0,0,1,4,3,1
59,353,4,999,0,-1.8,93.075,-47.1,1.453,5099.1,0,227,5,1,0,0,0,0,1,0,3,1
24,40,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,3125,6,2,6,0,2,0,1,4,4,1
44,175,2,999,2,-2.9,92.20100000000001,-31.4,0.883,5076.2,1,3252,4,1,6,0,0,0,0,1,3,0
36,167,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,370,1,1,1,0,2,0,1,6,4,1
39,241,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2754,9,2,5,0,2,0,1,3,1,1
39,361,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1611,0,2,3,0,2,0,0,3,0,1
37,76,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,101,4,1,6,1,0,2,0,0,0,0
32,84,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,2299,0,1,3,0,0,0,0,6,2,1
39,302,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1400,0,1,6,1,0,0,1,6,0,1
52,111,8,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,225,1,0,7,0,0,0,0,3,3,1
35,159,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,2658,4,1,3,0,2,0,1,7,3,1
71,167,1,999,0,-3.4,92.431,-26.9,0.742,5017.5,0,1469,5,2,6,0,2,0,0,8,3,1
51,310,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3066,6,1,6,0,2,2,0,7,2,1
43,681,5,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,3502,9,1,5,1,0,0,0,6,2,1
35,165,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,663,0,1,3,0,0,0,1,6,1,1
54,34,16,999,0,1.4,94.465,-41.8,4.967,5228.1,0,485,0,1,7,1,0,0,1,4,0,1
20,47,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1378,8,2,7,0,2,2,0,0,3,1
53,186,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,2419,4,1,6,1,2,0,1,6,3,1
41,349,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,3075,6,0,6,0,0,0,0,7,3,1
51,81,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,2066,7,1,3,1,2,0,1,4,1,1
53,242,1,999,1,-3.4,92.649,-30.1,0.716,5017.5,0,149,11,1,2,0,0,2,0,7,4,0
23,87,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,280,2,1,6,0,2,0,0,1,2,1
34,340,2,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,4046,6,2,6,0,0,0,0,6,4,0
35,149,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,119,1,1,3,0,0,2,0,3,1,1
45,143,2,999,0,-1.8,92.84299999999999,-50.0,1.538,5099.1,0,2914,9,2,5,0,2,2,0,5,2,1
24,292,1,999,1,-1.7,94.055,-39.8,0.737,4991.6,0,719,8,2,3,0,0,0,0,4,3,0
30,72,3,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,313,9,1,6,1,2,0,1,6,4,1
27,314,2,999,1,-1.8,93.075,-47.1,1.41,5099.1,0,4005,0,2,3,0,0,0,0,0,2,0
36,161,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3182,1,1,7,1,2,2,1,6,4,1
45,112,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2830,1,0,0,0,2,0,0,3,4,1
52,161,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1443,7,1,1,0,0,2,0,3,1,1
47,127,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,29,0,2,7,1,0,0,1,6,2,1
31,363,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2353,1,1,0,1,0,0,1,6,1,1
42,232,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3584,0,0,6,0,0,0,1,6,4,1
32,128,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2120,9,2,5,0,2,0,0,3,2,1
40,141,3,999,0,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0,3501,9,2,6,0,0,0,0,7,1,1
38,79,3,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1569,0,0,6,0,0,0,0,6,1,1
56,13,1,999,0,1.4,94.465,-41.8,4.96,5228.1,0,2911,7,0,3,1,2,0,1,4,1,1
46,231,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,3585,10,0,2,0,2,0,1,4,3,1
43,1806,4,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,1,2958,1,2,1,0,2,2,0,3,4,1
39,78,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,631,1,2,2,0,2,0,0,7,1,1
36,263,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,558,0,1,3,0,0,0,1,6,2,1
28,116,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3096,9,2,5,0,0,0,0,6,4,1
36,161,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1844,4,1,6,0,2,0,0,7,4,1
46,56,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1614,0,0,2,0,2,0,1,6,2,1
44,123,2,999,0,-3.4,92.431,-26.9,0.742,5017.5,0,2373,1,2,5,0,0,0,0,8,3,1
30,105,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,435,0,2,6,0,2,0,0,1,4,1
33,482,1,12,1,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,1,734,0,1,6,0,2,0,0,7,0,2
31,96,5,999,0,1.4,93.444,-36.1,4.962,5228.1,0,76,0,1,6,0,2,0,0,1,2,1
54,82,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,656,0,1,6,1,0,2,1,6,2,1
36,148,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,12,6,2,0,0,0,0,0,3,2,1
55,303,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,2460,10,1,6,0,2,0,0,7,2,1
56,17,19,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,887,9,1,6,1,0,0,0,3,1,1
50,57,1,999,0,-1.1,94.199,-37.5,0.877,4963.6,0,824,3,0,0,0,0,0,1,9,3,1
48,148,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,895,3,1,0,1,0,2,0,1,1,1
33,331,1,999,0,1.4,93.444,-36.1,4.962,5228.1,0,691,7,1,5,0,2,2,0,1,2,1
31,854,1,999,0,-3.0,92.713,-33.0,0.715,5023.5,1,1814,6,2,6,0,0,0,0,2,4,1
30,638,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,680,9,2,3,0,0,0,0,1,1,1
39,219,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,2938,2,0,6,0,2,0,1,6,1,1
55,103,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2890,0,1,2,1,0,2,1,6,2,1
44,390,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,93,1,1,3,1,0,0,1,4,3,1
45,637,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1846,1,1,7,0,2,2,0,0,0,1
32,95,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1110,2,1,6,0,0,0,0,1,1,1
34,114,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,838,0,2,6,0,0,0,0,1,0,1
57,153,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,173,7,1,5,1,0,0,0,1,1,1
38,26,1,999,2,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1081,6,1,2,0,2,0,1,6,4,0
40,92,6,999,0,1.4,94.465,-41.8,4.96,5228.1,0,3586,9,1,5,0,0,0,1,4,1,1
39,215,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3525,3,1,0,0,2,2,0,1,0,1
51,131,2,999,4,-1.8,93.876,-40.0,0.6970000000000001,5008.7,0,518,4,1,6,0,2,0,0,6,1,0
56,87,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3998,7,1,3,0,0,2,0,3,0,1
49,124,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3784,4,0,3,1,0,0,1,6,1,1
34,54,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,1127,1,1,0,0,2,0,0,3,2,1
41,697,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,744,9,1,3,0,0,0,0,1,1,1
41,143,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,1944,4,1,7,0,2,0,1,4,0,1
30,22,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1076,7,2,2,0,2,0,0,3,4,1
35,178,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,695,9,2,2,0,0,0,0,7,4,0
50,73,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2238,9,0,5,0,0,0,0,1,1,1
42,33,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,3376,9,2,6,0,2,0,0,6,1,1
32,77,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,2012,9,2,6,0,0,0,0,7,3,1
26,112,5,999,0,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,0,1132,4,2,6,0,2,0,0,7,1,1
27,234,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,3907,9,2,5,0,0,0,0,3,2,1
24,590,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1422,1,2,2,0,2,0,0,3,4,1
49,317,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,0,974,10,1,5,0,0,0,0,4,0,1
43,460,1,999,1,-1.8,93.876,-40.0,0.6990000000000001,5008.7,1,1688,9,1,5,0,0,0,0,6,2,0
36,23,14,999,0,1.4,93.444,-36.1,4.965,5228.1,0,466,3,1,0,0,1,1,0,1,3,1
44,102,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,3325,0,1,6,0,0,0,0,1,3,1
49,286,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2464,1,1,7,0,0,0,1,6,3,1
55,430,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1105,0,1,2,0,2,2,0,7,2,1
38,43,9,999,0,1.4,94.465,-41.8,4.961,5228.1,0,903,0,1,6,0,2,0,1,4,3,1
78,321,1,999,0,-3.4,92.431,-26.9,0.754,5017.5,0,2981,5,1,2,0,2,0,1,8,2,1
31,551,3,999,1,-1.8,93.075,-47.1,1.466,5099.1,0,3490,9,1,5,0,0,0,0,0,1,0
34,23,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1310,1,1,0,0,0,2,1,6,2,1
39,53,1,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1287,4,1,6,0,2,0,0,6,0,1
43,388,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3776,7,0,3,0,0,0,0,3,1,1
33,263,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,52,1,1,2,0,2,0,0,6,2,1
44,109,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3059,1,1,2,1,0,0,1,6,1,1
56,422,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,2533,1,3,0,0,0,0,0,0,0,1
44,228,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,250,0,1,3,0,0,0,1,6,4,1
42,73,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1896,0,1,6,0,0,0,0,3,4,1
53,386,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2260,1,1,7,1,2,0,0,3,0,1
26,75,2,999,1,-3.4,92.431,-26.9,0.742,5017.5,0,1684,8,2,2,0,2,0,0,8,3,0
32,107,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,3474,0,2,6,0,1,1,0,1,0,1
37,200,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0,3104,9,1,5,1,2,0,1,6,0,1
47,168,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,1630,1,1,0,1,2,2,1,4,3,1
58,663,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,1,136,5,0,3,0,2,0,0,4,3,1
45,121,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1796,9,2,5,0,2,0,1,6,3,1
60,430,2,999,0,1.4,93.444,-36.1,4.97,5228.1,0,2656,5,1,6,1,0,0,0,1,1,1
44,153,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,2943,1,1,0,0,0,0,1,4,2,1
56,161,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1919,5,2,5,1,2,0,0,3,0,1
25,1068,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,1005,1,2,3,0,0,0,0,6,0,1
46,143,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0,322,3,0,1,0,2,0,1,4,3,1
39,387,1,6,2,-3.0,92.713,-33.0,0.706,5023.5,1,1933,10,2,6,0,2,0,0,2,1,2
47,38,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3410,0,1,6,0,2,0,0,1,4,1
40,387,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,741,0,1,7,0,0,0,1,6,2,1
45,243,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3212,1,1,0,1,2,0,1,6,3,1
48,700,2,999,0,1.4,94.465,-41.8,4.958,5228.1,0,2033,1,1,3,0,2,0,1,4,2,1
35,98,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0,2670,7,1,2,0,0,2,1,4,2,1
55,326,6,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,21,7,1,1,1,2,0,0,3,3,1
43,206,5,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1442,6,1,0,0,0,2,0,7,4,1
26,11,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,1202,7,2,3,1,2,2,1,3,0,1
29,626,3,999,0,1.4,93.444,-36.1,4.967,5228.1,0,23,9,2,6,0,2,2,0,1,4,1
51,250,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1237,7,1,2,0,2,0,1,4,0,1
34,651,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,2258,1,1,1,1,0,0,1,4,0,1
56,83,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1250,6,1,6,0,0,0,0,0,1,0
31,157,6,999,0,1.1,93.994,-36.4,4.856,5191.0,0,98,9,1,5,0,2,0,1,6,4,1
29,130,6,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1402,9,2,3,0,2,0,0,1,3,1
53,70,1,999,1,-2.9,92.963,-40.8,1.266,5076.2,0,3802,0,0,3,0,2,0,0,4,1,0
38,11,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,2234,9,1,5,0,2,2,0,7,4,1
31,140,3,999,0,1.4,93.444,-36.1,4.962,5228.1,0,2385,0,2,6,0,2,2,0,1,2,1
54,252,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3725,9,1,6,0,2,0,0,1,2,1
38,204,1,11,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,321,1,1,2,0,0,0,0,6,4,2
47,1114,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,163,0,2,3,0,0,0,0,6,1,1
38,96,10,999,0,1.4,94.465,-41.8,4.961,5228.1,0,3648,6,1,6,1,0,0,1,4,1,1
31,309,1,6,3,-1.7,94.215,-40.3,0.835,4991.6,1,154,10,2,6,0,2,0,0,3,3,2
33,132,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,397,1,1,2,0,2,0,0,3,3,1
39,22,8,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1457,7,1,3,0,2,0,0,6,2,0
55,182,1,999,0,-3.4,92.431,-26.9,0.742,5017.5,0,3689,9,1,5,0,2,0,0,8,3,1
33,351,3,999,0,-1.8,93.075,-47.1,1.4980000000000002,5099.1,1,1641,1,1,1,0,2,0,0,0,4,1
40,459,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,296,4,1,6,0,2,0,0,6,3,1
35,130,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,589,4,2,3,0,2,2,0,6,0,1
40,80,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,2315,1,1,5,0,0,2,0,7,1,0
54,85,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,2205,4,1,6,0,2,0,0,0,2,1
25,247,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,332,6,2,6,0,0,0,1,6,3,1
35,236,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3009,0,1,3,1,2,2,1,6,3,1
58,79,2,999,0,-2.9,92.963,-40.8,1.252,5076.2,0,3381,5,1,0,0,2,0,0,4,3,1
48,352,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1090,0,0,3,0,0,0,1,3,1,1
37,316,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2495,0,1,3,0,0,0,1,6,3,1
54,485,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3088,3,0,0,0,0,0,1,6,4,1
